SCHLINSTID,SCHLYR,CNTYGEOGAREAID,DISTINSTID,STUDENRCNT,DISTSTUDENRCNT,CntyStudEnrCnt,FREELNCHCNT,DISTFREELNCHCNT,CntyFreeLnchCnt,REDLNCHCNT,DISTREDLNCHCNT,CntyRedLnchCnt,TOTELGBLAMT,DISTTOTELGBLAMT,CntyTotElgblAmt,FREEREDLNCHPCT,DISTFREEREDLNCHPCT,CntyFreeRedLnchPct,CNTYNM,DISTNM,SCHLNM,last column
4400,"7/1/2016",26,2180,165,47240,91695,7,16200,41819,58,2426,6364,65,18626,48183,39.39,39.43,52.55,"Multnomah","Portland SD 1J","Portland Arthur Academy Charter School",-
1210,"7/1/2016",36,2252,283,865,16761,98,358,7470,14,64,1108,112,422,8578,39.58,48.79,51.18,"Yamhill","Amity SD 4J","Amity High School",-
264,"7/1/2016",9,1978,310,1075,26026,89,236,9428,34,76,2044,123,312,11472,39.68,29.02,44.08,"Deschutes","Sisters SD 6","Sisters Elementary School",-
21,"7/1/2016",2,1900,342,1592,8786,108,521,2779,28,116,537,136,637,3316,39.77,40.01,37.74,"Benton","Philomath SD 17J","Philomath Middle School",-
1238,"7/1/2016",36,2251,319,1057,16761,103,336,7470,24,104,1108,127,440,8578,39.81,41.63,51.18,"Yamhill","Yamhill Carlton SD 1","Yamhill Carlton High School",-
1136,"7/1/2016",34,2242,506,12808,86801,162,3450,27961,40,729,5042,202,4179,33003,39.92,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","Charles F Tigard Elementary School",-
1052,"7/1/2016",30,2207,814,2951,13605,276,1265,7460,49,167,1431,325,1432,8891,39.93,48.53,65.35,"Umatilla","Pendleton SD 16","Pendleton High School",-
500,"7/1/2016",20,2081,432,1015,45309,152,285,19963,21,68,3599,173,353,23562,40.05,34.78,52,"Lane","Pleasant Hill SD 1","Pleasant Hill Elementary School",-
1197,"7/1/2016",34,2239,835,20686,86801,283,7730,27961,52,1356,5042,335,9086,33003,40.12,43.92,38.02,"Washington","Hillsboro SD 1J","Evergreen Jr High School",-
485,"7/1/2016",18,2057,666,6579,9357,192,3363,5115,76,636,870,268,3999,5985,40.24,60.78,63.96,"Klamath","Klamath County SD","Henley High School",-
1139,"7/1/2016",34,2242,589,12808,86801,204,3450,27961,33,729,5042,237,4179,33003,40.24,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","James Templeton Elementary School",-
561,"7/1/2016",20,2083,1364,11064,45309,442,6172,19963,107,907,3599,549,7079,23562,40.25,63.98,52,"Lane","Springfield SD 19","Thurston High School",-
8,"7/1/2016",1,1894,467,2944,3243,159,743,910,29,123,168,188,866,1078,40.26,29.42,33.24,"Baker","Baker SD 5J","Baker High School",-
178,"7/1/2016",5,1947,183,537,7622,57,222,2646,17,59,538,74,281,3184,40.44,52.33,41.77,"Columbia","Vernonia SD 47J","Vernonia High School",-
2264,"7/1/2016",20,2088,761,5574,45309,231,2648,19963,77,577,3599,308,3225,23562,40.47,57.86,52,"Lane","Bethel SD 52","Meadow View School",-
503,"7/1/2016",20,2082,462,17258,45309,153,5842,19963,34,1072,3599,187,6914,23562,40.48,40.06,52,"Lane","Eugene SD 4J","Adams Elementary School",-
87,"7/1/2016",3,1924,1141,17309,59069,369,4957,14687,94,1188,3370,463,6145,18057,40.58,35.5,30.57,"Clackamas","North Clackamas SD 12","Putnam High School",-
524,"7/1/2016",20,2082,534,17258,45309,174,5842,19963,43,1072,3599,217,6914,23562,40.64,40.06,52,"Lane","Eugene SD 4J","Monroe Middle School",-
250,"7/1/2016",9,1976,587,17699,26026,159,5758,9428,80,1394,2044,239,7152,11472,40.72,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Buckingham Elementary School",-
2728,"7/1/2016",36,2257,88,993,16761,23,494,7470,13,87,1108,36,581,8578,40.91,58.51,51.18,"Yamhill","Sheridan SD 48J","Sheridan Japanese School",-
530,"7/1/2016",20,2082,238,17258,45309,88,5842,19963,10,1072,3599,98,6914,23562,41.18,40.06,52,"Lane","Eugene SD 4J","Twin Oaks Elementary School",-
1022,"7/1/2016",29,2198,233,775,3347,81,357,1626,15,49,278,96,406,1904,41.2,52.39,56.89,"Tillamook","Neah-Kah-Nie SD 56","Neah-Kah-Nie High School",-
3352,"7/1/2016",4,1934,155,155,5049,54,54,2213,10,10,455,64,64,2668,41.29,41.29,52.84,"Clatsop","Jewell SD 8","Jewell School",-
4646,"7/1/2016",9,1976,613,17699,26026,190,5758,9428,64,1394,2044,254,7152,11472,41.44,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Ponderosa Elementary",-
252,"7/1/2016",9,1976,1461,17699,26026,467,5758,9428,139,1394,2044,606,7152,11472,41.48,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Mountain View Senior High School",-
770,"7/1/2016",24,2142,771,41718,62073,249,22855,34127,71,3190,4972,320,26045,39099,41.5,62.43,62.99,"Marion","Salem-Keizer SD 24J","Whiteaker Middle School",-
261,"7/1/2016",9,1977,382,7367,26026,129,3434,9428,30,574,2044,159,4008,11472,41.62,54.4,44.08,"Deschutes","Redmond SD 2J","Tumalo Community School",-
1056,"7/1/2016",30,2208,187,581,13605,65,242,7460,13,63,1431,78,305,8891,41.71,52.5,65.35,"Umatilla","Athena-Weston SD 29RJ","Weston-McEwen High School",-
676,"7/1/2016",22,2103,290,785,22568,102,220,8153,19,34,1338,121,254,9491,41.72,32.36,42.06,"Linn","Scio SD 95","Centennial Elementary School",-
1087,"7/1/2016",32,2219,246,249,865,91,93,281,12,12,101,103,105,382,41.87,42.17,44.16,"Wallowa","Joseph SD 6","Joseph Charter School",-
492,"7/1/2016",19,2059,248,757,1211,84,302,463,20,70,83,104,372,546,41.94,49.14,45.09,"Lake","Lake County SD 7","Lakeview Senior High School",-
358,"7/1/2016",13,2023,69,69,1299,16,16,383,13,13,149,29,29,532,42.03,42.03,40.95,"Harney","Harney County Union High SD 1J","Crane Union High School",-
756,"7/1/2016",24,2142,538,41718,62073,204,22855,34127,23,3190,4972,227,26045,39099,42.19,62.43,62.99,"Marion","Salem-Keizer SD 24J","Pringle Elementary School",-
1172,"7/1/2016",34,2243,597,40800,86801,216,12638,27961,36,2219,5042,252,14857,33003,42.21,36.41,38.02,"Washington","Beaverton SD 48J","Raleigh Hills Elementary School",-
