SCHLINSTID,SCHLYR,CNTYGEOGAREAID,DISTINSTID,STUDENRCNT,DISTSTUDENRCNT,CntyStudEnrCnt,FREELNCHCNT,DISTFREELNCHCNT,CntyFreeLnchCnt,REDLNCHCNT,DISTREDLNCHCNT,CntyRedLnchCnt,TOTELGBLAMT,DISTTOTELGBLAMT,CntyTotElgblAmt,FREEREDLNCHPCT,DISTFREEREDLNCHPCT,CntyFreeRedLnchPct,CNTYNM,DISTNM,SCHLNM,last column
442,"7/1/2016",17,2054,1760,6010,10554,765,3168,6117,125,510,944,890,3678,7061,50.57,61.2,66.9,"Josephine","Grants Pass SD 7","Grants Pass High School",-
3229,"7/1/2016",20,2082,213,17258,45309,65,5842,19963,43,1072,3599,108,6914,23562,50.7,40.06,52,"Lane","Eugene SD 4J","Village School",-
815,"7/1/2016",25,2147,175,2228,2374,75,1282,1350,14,298,318,89,1580,1668,50.86,70.92,70.26,"Morrow","Morrow SD 1","Heppner Elementary School",-
1152,"7/1/2016",34,2239,220,20686,86801,104,7730,27961,8,1356,5042,112,9086,33003,50.91,43.92,38.02,"Washington","Hillsboro SD 1J","Groner K-8",-
131,"7/1/2016",3,1930,432,2793,59069,188,738,14687,32,146,3370,220,884,18057,50.93,31.65,30.57,"Clackamas","Estacada SD 108","Clackamas River Elementary School",-
135,"7/1/2016",3,1930,526,2793,59069,225,738,14687,43,146,3370,268,884,18057,50.95,31.65,30.57,"Clackamas","Estacada SD 108","Estacada High School",-
95,"7/1/2016",3,1925,512,2697,59069,203,884,14687,58,222,3370,261,1106,18057,50.98,41.01,30.57,"Clackamas","Molalla River SD 35","Molalla River Middle School",-
1266,"7/1/2016",9,1976,417,17699,26026,163,5758,9428,50,1394,2044,213,7152,11472,51.08,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Three Rivers Elementary School",-
457,"7/1/2016",17,2055,544,4632,10554,213,2949,6117,65,434,944,278,3383,7061,51.1,73.04,66.9,"Josephine","Three Rivers/Josephine County SD","North Valley High School",-
325,"7/1/2016",11,2006,90,124,288,24,36,124,22,23,45,46,59,169,51.11,47.58,58.68,"Gilliam","Condon SD 25J","Condon Elementary School",-
4429,"7/1/2016",9,1977,500,7367,26026,201,3434,9428,55,574,2044,256,4008,11472,51.2,54.4,44.08,"Deschutes","Redmond SD 2J","Tom McCall Elementary School",-
3361,"7/1/2016",21,2097,207,5461,5461,88,2891,2891,18,361,361,106,3252,3252,51.21,59.55,59.55,"Lincoln","Lincoln County SD","Eddyville Charter School",-
537,"7/1/2016",20,2082,197,17258,45309,93,5842,19963,8,1072,3599,101,6914,23562,51.27,40.06,52,"Lane","Eugene SD 4J","Eugene Education Options",-
571,"7/1/2016",20,2086,290,1272,45309,115,539,19963,34,114,3599,149,653,23562,51.38,51.34,52,"Lane","Creswell SD 40","Creswell Middle School",-
43,"7/1/2016",2,1898,134,439,8786,56,200,2779,13,43,537,69,243,3316,51.49,55.35,37.74,"Benton","Monroe SD 1J","Monroe High School",-
260,"7/1/2016",9,1977,400,7367,26026,185,3434,9428,21,574,2044,206,4008,11472,51.5,54.4,44.08,"Deschutes","Redmond SD 2J","Terrebonne Community School",-
1135,"7/1/2016",34,2242,501,12808,86801,213,3450,27961,45,729,5042,258,4179,33003,51.5,32.63,38.02,"Washington","Tigard-Tualatin SD 23J","Bridgeport Elementary School",-
455,"7/1/2016",17,2055,596,4632,10554,242,2949,6117,65,434,944,307,3383,7061,51.51,73.04,66.9,"Josephine","Three Rivers/Josephine County SD","Hidden Valley High School",-
147,"7/1/2016",4,1933,429,1861,5049,184,761,2213,37,151,455,221,912,2668,51.52,49.01,52.84,"Clatsop","Astoria SD 1","Lewis & Clark Elementary School",-
1089,"7/1/2016",32,2220,97,194,865,29,78,281,21,31,101,50,109,382,51.55,56.19,44.16,"Wallowa","Wallowa SD 12","Wallowa High School",-
826,"7/1/2016",26,2180,457,47240,91695,194,16200,41819,42,2426,6364,236,18626,48183,51.64,39.43,52.55,"Multnomah","Portland SD 1J","Arleta Elementary School",-
3950,"7/1/2016",22,2100,178,9515,22568,82,3628,8153,10,695,1338,92,4323,9491,51.69,45.43,42.06,"Linn","Greater Albany Public SD 8J","Albany Options School",-
1116,"7/1/2016",34,2239,472,20686,86801,215,7730,27961,29,1356,5042,244,9086,33003,51.69,43.92,38.02,"Washington","Hillsboro SD 1J","Minter Bridge Elementary School",-
588,"7/1/2016",20,2088,1435,5574,45309,600,2648,19963,142,577,3599,742,3225,23562,51.71,57.86,52,"Lane","Bethel SD 52","Willamette High School",-
778,"7/1/2016",24,2144,112,245,62073,48,78,34127,10,18,4972,58,96,39099,51.79,39.18,62.99,"Marion","St Paul SD 45","St Paul Elementary School",-
966,"7/1/2016",26,2185,405,6145,91695,162,3727,41819,48,519,6364,210,4246,48183,51.85,69.1,52.55,"Multnomah","Centennial SD 28J","Pleasant Valley Elementary School",-
1021,"7/1/2016",29,2198,189,775,3347,85,357,1626,13,49,278,98,406,1904,51.85,52.39,56.89,"Tillamook","Neah-Kah-Nie SD 56","Nehalem Elementary School",-
714,"7/1/2016",24,2138,312,3871,62073,130,1151,34127,32,354,4972,162,1505,39099,51.92,38.88,62.99,"Marion","Silver Falls SD 4J","Mark Twain Elementary",-
237,"7/1/2016",8,1974,516,1614,2312,212,753,1127,57,164,256,269,917,1383,52.13,56.82,59.82,"Curry","Brookings-Harbor SD 17C","Brookings-Harbor High School",-
1164,"7/1/2016",34,2243,516,40800,86801,230,12638,27961,39,2219,5042,269,14857,33003,52.13,36.41,38.02,"Washington","Beaverton SD 48J","Hazeldale Elementary School",-
1339,"7/1/2016",20,2082,134,17258,45309,59,5842,19963,11,1072,3599,70,6914,23562,52.24,40.06,52,"Lane","Eugene SD 4J","Family School",-
827,"7/1/2016",26,2180,455,47240,91695,188,16200,41819,50,2426,6364,238,18626,48183,52.31,39.43,52.55,"Multnomah","Portland SD 1J","Astor Elementary School",-
5218,"7/1/2016",26,2180,86,47240,91695,39,16200,41819,6,2426,6364,45,18626,48183,52.33,39.43,52.55,"Multnomah","Portland SD 1J","Kairos PDX",-
536,"7/1/2016",20,2082,888,17258,45309,387,5842,19963,78,1072,3599,465,6914,23562,52.36,40.06,52,"Lane","Eugene SD 4J","North Eugene High School",-
1002,"7/1/2016",27,2191,997,3310,6838,450,1690,2997,72,285,560,522,1975,3557,52.36,59.67,52.02,"Polk","Central SD 13J","Central High School",-
656,"7/1/2016",24,2143,219,2303,62073,99,1004,34127,16,196,4972,115,1200,39099,52.51,52.11,62.99,"Marion","North Santiam SD 29J","Mari-Linn Elementary School",-
1315,"7/1/2016",36,2256,752,6794,16761,350,3428,7470,45,411,1108,395,3839,8578,52.53,56.51,51.18,"Yamhill","McMinnville SD 40","Duniway Middle School",-
397,"7/1/2016",15,2043,1017,4103,29154,449,2042,13824,86,308,1958,535,2350,15782,52.61,57.28,54.13,"Jackson","Eagle Point SD 9","Eagle Point High School",-
683,"7/1/2016",22,2104,235,4341,22568,107,248,8153,17,36,1338,124,284,9491,52.77,6.54,42.06,"Linn","Santiam Canyon SD 129J","Santiam Junior/Senior High School",-
266,"7/1/2016",10,1990,193,578,14005,86,256,7145,16,48,1415,102,304,8560,52.85,52.6,61.12,"Douglas","Oakland SD 1","Lincoln Middle School",-
1,"7/1/2016",1,1894,206,2944,3243,88,743,910,21,123,168,109,866,1078,52.91,29.42,33.24,"Baker","Baker SD 5J","Baker Middle School",-
674,"7/1/2016",22,2101,600,4202,22568,285,1953,8153,33,272,1338,318,2225,9491,53,52.95,42.06,"Linn","Lebanon Community SD 9","Seven Oak Middle School",-
5293,"7/1/2016",9,1976,430,17699,26026,179,5758,9428,49,1394,2044,228,7152,11472,53.02,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Silver Rail Elementary School",-
993,"7/1/2016",27,2190,462,3081,6838,207,1128,2997,38,234,560,245,1362,3557,53.03,44.21,52.02,"Polk","Dallas SD 2","Whitworth Elementary School",-
647,"7/1/2016",22,2100,164,9515,22568,77,3628,8153,10,695,1338,87,4323,9491,53.05,45.43,42.06,"Linn","Greater Albany Public SD 8J","Takena Elementary School",-
753,"7/1/2016",24,2142,386,41718,62073,177,22855,34127,28,3190,4972,205,26045,39099,53.11,62.43,62.99,"Marion","Salem-Keizer SD 24J","Morningside Elementary School",-
1163,"7/1/2016",34,2243,468,40800,86801,219,12638,27961,30,2219,5042,249,14857,33003,53.21,36.41,38.02,"Washington","Beaverton SD 48J","Fir Grove Elementary School",-
150,"7/1/2016",4,1935,355,1566,5049,152,764,2213,37,155,455,189,919,2668,53.24,58.68,52.84,"Clatsop","Seaside SD 10","Broadway Middle School",-
843,"7/1/2016",26,2180,355,47240,91695,153,16200,41819,36,2426,6364,189,18626,48183,53.24,39.43,52.55,"Multnomah","Portland SD 1J","Creston Elementary School",-
168,"7/1/2016",5,1945,362,730,7622,147,331,2646,46,88,538,193,419,3184,53.31,57.4,41.77,"Columbia","Clatskanie SD 6J","Clatskanie Middle/High School",-
1006,"7/1/2016",27,2193,60,175,6838,26,100,2997,6,13,560,32,113,3557,53.33,64.57,52.02,"Polk","Falls City SD 57","Falls City High School",-
313,"7/1/2016",10,2002,191,1434,14005,86,740,7145,16,99,1415,102,839,8560,53.4,58.51,61.12,"Douglas","Winston-Dillard SD 116","Lookingglass Elementary School",-
604,"7/1/2016",20,2094,103,241,45309,41,102,19963,14,27,3599,55,129,23562,53.4,53.53,52,"Lane","Marcola SD 79J","Mohawk High School",-
418,"7/1/2016",15,2048,207,14081,29154,93,6245,13824,18,825,1958,111,7070,15782,53.62,50.21,54.13,"Jackson","Medford SD 549C","Ruch Elementary School",-
603,"7/1/2016",20,2094,138,241,45309,61,102,19963,13,27,3599,74,129,23562,53.62,53.53,52,"Lane","Marcola SD 79J","Marcola Elementary School",-
154,"7/1/2016",4,1935,453,1566,5049,205,764,2213,38,155,455,243,919,2668,53.64,58.68,52.84,"Clatsop","Seaside SD 10","Seaside High School",-
134,"7/1/2016",3,1930,353,2793,59069,156,738,14687,34,146,3370,190,884,18057,53.82,31.65,30.57,"Clackamas","Estacada SD 108","Estacada Middle School",-
73,"7/1/2016",3,1924,169,17309,59069,75,4957,14687,16,1188,3370,91,6145,18057,53.85,35.5,30.57,"Clackamas","North Clackamas SD 12","Milwaukie Elementary School",-
4396,"7/1/2016",5,1947,117,537,7622,50,222,2646,13,59,538,63,281,3184,53.85,52.33,41.77,"Columbia","Vernonia SD 47J","Vernonia Middle School",-
595,"7/1/2016",20,2091,502,1694,45309,223,629,19963,48,155,3599,271,784,23562,53.98,46.28,52,"Lane","Junction City SD 69","Laurel Elementary School",-
1209,"7/1/2016",36,2252,187,865,16761,86,358,7470,15,64,1108,101,422,8578,54.01,48.79,51.18,"Yamhill","Amity SD 4J","Amity Middle School",-
1226,"7/1/2016",36,2255,272,905,16761,121,504,7470,26,68,1108,147,572,8578,54.04,63.2,51.18,"Yamhill","Willamina SD 30J","Willamina High School",-
436,"7/1/2016",17,2054,451,6010,10554,222,3168,6117,22,510,944,244,3678,7061,54.1,61.2,66.9,"Josephine","Grants Pass SD 7","Highland Elementary School",-
708,"7/1/2016",23,2113,85,285,5000,34,127,3188,12,48,419,46,175,3607,54.12,61.4,72.14,"Malheur","Adrian SD 61","Adrian High School",-
911,"7/1/2016",26,2180,1604,47240,91695,718,16200,41819,151,2426,6364,869,18626,48183,54.18,39.43,52.55,"Multnomah","Portland SD 1J","Franklin High School",-
76,"7/1/2016",3,1924,441,17309,59069,198,4957,14687,41,1188,3370,239,6145,18057,54.2,35.5,30.57,"Clackamas","North Clackamas SD 12","Riverside Elementary School",-
681,"7/1/2016",22,2104,295,4341,22568,141,248,8153,19,36,1338,160,284,9491,54.24,6.54,42.06,"Linn","Santiam Canyon SD 129J","Santiam Elementary School",-
587,"7/1/2016",20,2088,435,5574,45309,189,2648,19963,47,577,3599,236,3225,23562,54.25,57.86,52,"Lane","Bethel SD 52","Shasta Middle School",-
1198,"7/1/2016",34,2239,724,20686,86801,338,7730,27961,55,1356,5042,393,9086,33003,54.28,43.92,38.02,"Washington","Hillsboro SD 1J","South Meadows Middle School",-
